scope,city_type_6,metric,kind,family,kl,tvd,best,mean,std,skew,excess_kurt
by_class,dense_block_midrise,delay_spread,target_delay_spread,gmm3,0.110000,0.142300,0,10.095,26.128,6.403,55.916
by_class,dense_block_midrise,delay_spread,target_delay_spread,gmm2,0.199000,0.171000,0,10.095,26.128,6.403,55.916
by_class,dense_block_midrise,delay_spread,target_delay_spread,lognormal,0.218500,0.265200,0,10.095,26.128,6.403,55.916
by_class,dense_block_midrise,delay_spread,target_delay_spread,weibull,0.267200,0.307400,0,10.095,26.128,6.403,55.916
by_class,dense_block_midrise,delay_spread,target_delay_spread,gamma,0.404800,0.393500,0,10.095,26.128,6.403,55.916
by_class,dense_block_midrise,delay_spread,target_delay_spread,spike_plus_exp,0.548800,0.330500,0,10.095,26.128,6.403,55.916
by_class,dense_block_midrise,delay_spread,target_delay_spread,laplace,1.755700,0.741900,0,10.095,26.128,6.403,55.916
by_class,dense_block_midrise,delay_spread,target_delay_spread,skew_normal,2.046900,0.768200,0,10.095,26.128,6.403,55.916
by_class,dense_block_midrise,delay_spread,target_delay_spread,gaussian,2.081300,0.770400,0,10.095,26.128,6.403,55.916
by_class,dense_block_midrise,path_loss,pred_los,gmm5,0.001200,0.012500,1,96.438,4.058,-0.892,0.778
by_class,dense_block_midrise,path_loss,pred_los,gmm4,0.001800,0.015100,0,96.438,4.058,-0.892,0.778
by_class,dense_block_midrise,path_loss,pred_los,gmm3,0.005600,0.034400,0,96.438,4.058,-0.892,0.778
by_class,dense_block_midrise,path_loss,pred_los,gmm2,0.010900,0.041900,0,96.438,4.058,-0.892,0.778
by_class,dense_block_midrise,path_loss,pred_los,weibull,0.027500,0.076500,0,96.438,4.058,-0.892,0.778
by_class,dense_block_midrise,path_loss,pred_los,skew_normal,0.072300,0.135100,0,96.438,4.058,-0.892,0.778
by_class,dense_block_midrise,path_loss,pred_los,gaussian,0.084000,0.145200,0,96.438,4.058,-0.892,0.778
by_class,dense_block_midrise,path_loss,pred_los,laplace,0.126400,0.196200,0,96.438,4.058,-0.892,0.778
by_class,dense_block_midrise,path_loss,pred_los,gamma,0.153100,0.183600,0,96.438,4.058,-0.892,0.778
by_class,dense_block_midrise,path_loss,pred_los,lognormal,0.203700,0.201800,0,96.438,4.058,-0.892,0.778
by_class,dense_block_midrise,path_loss,pred_los,spike_plus_exp,1.418900,0.707800,0,96.438,4.058,-0.892,0.778
by_class,dense_block_midrise,path_loss,pred_nlos,gmm5,0.009400,0.026400,1,36.138,22.515,0.926,0.311
by_class,dense_block_midrise,path_loss,pred_nlos,gmm4,0.010500,0.026500,0,36.138,22.515,0.926,0.311
by_class,dense_block_midrise,path_loss,pred_nlos,gmm3,0.014400,0.041700,0,36.138,22.515,0.926,0.311
by_class,dense_block_midrise,path_loss,pred_nlos,weibull,0.027200,0.080400,0,36.138,22.515,0.926,0.311
by_class,dense_block_midrise,path_loss,pred_nlos,gmm2,0.028300,0.068700,0,36.138,22.515,0.926,0.311
by_class,dense_block_midrise,path_loss,pred_nlos,gamma,0.028400,0.049200,0,36.138,22.515,0.926,0.311
by_class,dense_block_midrise,path_loss,pred_nlos,skew_normal,0.128700,0.182900,0,36.138,22.515,0.926,0.311
by_class,dense_block_midrise,path_loss,pred_nlos,gaussian,0.141300,0.192900,0,36.138,22.515,0.926,0.311
by_class,dense_block_midrise,path_loss,pred_nlos,spike_plus_exp,0.162400,0.212600,0,36.138,22.515,0.926,0.311
by_class,dense_block_midrise,path_loss,pred_nlos,lognormal,0.162900,0.100200,0,36.138,22.515,0.926,0.311
by_class,dense_block_midrise,path_loss,pred_nlos,laplace,0.184700,0.237000,0,36.138,22.515,0.926,0.311
by_class,dense_block_midrise,path_loss,target_los,gmm5,0.002900,0.011600,1,97.055,5.301,-0.077,0.794
by_class,dense_block_midrise,path_loss,target_los,gmm3,0.002900,0.011900,0,97.055,5.301,-0.077,0.794
by_class,dense_block_midrise,path_loss,target_los,gmm4,0.003000,0.012600,0,97.055,5.301,-0.077,0.794
by_class,dense_block_midrise,path_loss,target_los,gmm2,0.003200,0.016900,0,97.055,5.301,-0.077,0.794
by_class,dense_block_midrise,path_loss,target_los,skew_normal,0.012800,0.057400,0,97.055,5.301,-0.077,0.794
by_class,dense_block_midrise,path_loss,target_los,gaussian,0.013000,0.057800,0,97.055,5.301,-0.077,0.794
by_class,dense_block_midrise,path_loss,target_los,laplace,0.027700,0.094100,0,97.055,5.301,-0.077,0.794
by_class,dense_block_midrise,path_loss,target_los,gamma,0.037100,0.079900,0,97.055,5.301,-0.077,0.794
by_class,dense_block_midrise,path_loss,target_los,weibull,0.038300,0.068500,0,97.055,5.301,-0.077,0.794
by_class,dense_block_midrise,path_loss,target_los,lognormal,0.063100,0.096200,0,97.055,5.301,-0.077,0.794
by_class,dense_block_midrise,path_loss,target_los,spike_plus_exp,1.260600,0.671100,0,97.055,5.301,-0.077,0.794
by_class,dense_block_midrise,path_loss,target_nlos,gmm5,0.031400,0.038100,1,106.493,4.332,-0.13,2.036
by_class,dense_block_midrise,path_loss,target_nlos,gmm4,0.031800,0.042500,0,106.493,4.332,-0.13,2.036
by_class,dense_block_midrise,path_loss,target_nlos,gmm3,0.032800,0.050000,0,106.493,4.332,-0.13,2.036
by_class,dense_block_midrise,path_loss,target_nlos,gmm2,0.035400,0.060400,0,106.493,4.332,-0.13,2.036
by_class,dense_block_midrise,path_loss,target_nlos,laplace,0.059600,0.120700,0,106.493,4.332,-0.13,2.036
by_class,dense_block_midrise,path_loss,target_nlos,skew_normal,0.065400,0.113200,0,106.493,4.332,-0.13,2.036
by_class,dense_block_midrise,path_loss,target_nlos,gaussian,0.066000,0.114200,0,106.493,4.332,-0.13,2.036
by_class,dense_block_midrise,path_loss,target_nlos,gamma,0.087600,0.132700,0,106.493,4.332,-0.13,2.036
by_class,dense_block_midrise,path_loss,target_nlos,weibull,0.103200,0.087000,0,106.493,4.332,-0.13,2.036
by_class,dense_block_midrise,path_loss,target_nlos,lognormal,0.106600,0.142100,0,106.493,4.332,-0.13,2.036
by_class,dense_block_midrise,path_loss,target_nlos,spike_plus_exp,1.599200,0.743700,0,106.493,4.332,-0.13,2.036
by_class,mixed_compact_lowrise,angular_spread,pred_angular_spread,gmm5,0.122200,0.171500,1,6.009,10.266,2.617,7.038
by_class,mixed_compact_lowrise,angular_spread,pred_angular_spread,gmm4,0.122200,0.171500,0,6.009,10.266,2.617,7.038
by_class,mixed_compact_lowrise,angular_spread,pred_angular_spread,gmm3,0.122200,0.171500,0,6.009,10.266,2.617,7.038
by_class,mixed_compact_lowrise,angular_spread,pred_angular_spread,gmm2,0.202700,0.234700,0,6.009,10.266,2.617,7.038
by_class,mixed_compact_lowrise,angular_spread,pred_angular_spread,lognormal,0.985700,0.552000,0,6.009,10.266,2.617,7.038
by_class,mixed_compact_lowrise,angular_spread,pred_angular_spread,gamma,1.072900,0.574500,0,6.009,10.266,2.617,7.038
by_class,mixed_compact_lowrise,angular_spread,pred_angular_spread,laplace,1.153000,0.590900,0,6.009,10.266,2.617,7.038
by_class,mixed_compact_lowrise,angular_spread,pred_angular_spread,skew_normal,1.242400,0.607800,0,6.009,10.266,2.617,7.038
by_class,mixed_compact_lowrise,angular_spread,pred_angular_spread,weibull,1.245900,0.607000,0,6.009,10.266,2.617,7.038
by_class,mixed_compact_lowrise,angular_spread,pred_angular_spread,gaussian,1.280600,0.612700,0,6.009,10.266,2.617,7.038
by_class,mixed_compact_lowrise,angular_spread,pred_angular_spread,spike_plus_exp,1.669000,0.658000,0,6.009,10.266,2.617,7.038
by_class,mixed_compact_lowrise,angular_spread,target_angular_spread,spike_plus_exp,0.674900,0.490600,1,6.068,15.232,3.013,9.858
by_class,mixed_compact_lowrise,angular_spread,target_angular_spread,gmm4,0.815100,0.549200,0,6.068,15.232,3.013,9.858
by_class,mixed_compact_lowrise,angular_spread,target_angular_spread,gmm3,0.815100,0.549200,0,6.068,15.232,3.013,9.858
by_class,mixed_compact_lowrise,angular_spread,target_angular_spread,gmm5,0.815100,0.549200,0,6.068,15.232,3.013,9.858
by_class,mixed_compact_lowrise,angular_spread,target_angular_spread,gmm2,0.815100,0.549200,0,6.068,15.232,3.013,9.858
by_class,mixed_compact_lowrise,angular_spread,target_angular_spread,weibull,1.028000,0.640800,0,6.068,15.232,3.013,9.858
by_class,mixed_compact_lowrise,angular_spread,target_angular_spread,lognormal,1.117000,0.672200,0,6.068,15.232,3.013,9.858
by_class,mixed_compact_lowrise,angular_spread,target_angular_spread,gamma,1.191500,0.680400,0,6.068,15.232,3.013,9.858
by_class,mixed_compact_lowrise,angular_spread,target_angular_spread,laplace,2.979000,0.886300,0,6.068,15.232,3.013,9.858
by_class,mixed_compact_lowrise,angular_spread,target_angular_spread,skew_normal,3.116900,0.890600,0,6.068,15.232,3.013,9.858
by_class,mixed_compact_lowrise,angular_spread,target_angular_spread,gaussian,3.158300,0.893700,0,6.068,15.232,3.013,9.858
by_class,mixed_compact_lowrise,delay_spread,pred_delay_spread,gmm5,0.027000,0.077100,1,4.744,3.126,2.474,7.725
by_class,mixed_compact_lowrise,delay_spread,pred_delay_spread,gmm4,0.027000,0.077100,0,4.744,3.126,2.474,7.725
by_class,mixed_compact_lowrise,delay_spread,pred_delay_spread,gmm2,0.053300,0.105900,0,4.744,3.126,2.474,7.725
by_class,mixed_compact_lowrise,delay_spread,pred_delay_spread,gmm3,0.053300,0.105900,0,4.744,3.126,2.474,7.725
by_class,mixed_compact_lowrise,delay_spread,pred_delay_spread,spike_plus_exp,0.069400,0.142200,0,4.744,3.126,2.474,7.725
by_class,mixed_compact_lowrise,delay_spread,pred_delay_spread,lognormal,0.158200,0.222000,0,4.744,3.126,2.474,7.725
by_class,mixed_compact_lowrise,delay_spread,pred_delay_spread,gamma,0.257100,0.296500,0,4.744,3.126,2.474,7.725
by_class,mixed_compact_lowrise,delay_spread,pred_delay_spread,weibull,0.323100,0.335400,0,4.744,3.126,2.474,7.725
by_class,mixed_compact_lowrise,delay_spread,pred_delay_spread,laplace,0.397200,0.379200,0,4.744,3.126,2.474,7.725
by_class,mixed_compact_lowrise,delay_spread,pred_delay_spread,skew_normal,0.473100,0.393000,0,4.744,3.126,2.474,7.725
by_class,mixed_compact_lowrise,delay_spread,pred_delay_spread,gaussian,0.508200,0.401300,0,4.744,3.126,2.474,7.725
by_class,mixed_compact_lowrise,delay_spread,target_delay_spread,gmm5,0.121000,0.166600,1,7.536,20.832,7.245,73.851
by_class,mixed_compact_lowrise,delay_spread,target_delay_spread,gmm4,0.121000,0.166300,0,7.536,20.832,7.245,73.851
by_class,mixed_compact_lowrise,delay_spread,target_delay_spread,gmm3,0.170200,0.186800,0,7.536,20.832,7.245,73.851
by_class,mixed_compact_lowrise,delay_spread,target_delay_spread,gmm2,0.193700,0.216700,0,7.536,20.832,7.245,73.851
by_class,mixed_compact_lowrise,delay_spread,target_delay_spread,lognormal,0.214400,0.258300,0,7.536,20.832,7.245,73.851
by_class,mixed_compact_lowrise,delay_spread,target_delay_spread,weibull,0.283700,0.310300,0,7.536,20.832,7.245,73.851
by_class,mixed_compact_lowrise,delay_spread,target_delay_spread,gamma,0.453700,0.437500,0,7.536,20.832,7.245,73.851
by_class,mixed_compact_lowrise,delay_spread,target_delay_spread,spike_plus_exp,0.510900,0.335300,0,7.536,20.832,7.245,73.851
by_class,mixed_compact_lowrise,delay_spread,target_delay_spread,laplace,1.793600,0.776000,0,7.536,20.832,7.245,73.851
by_class,mixed_compact_lowrise,delay_spread,target_delay_spread,skew_normal,2.146200,0.812200,0,7.536,20.832,7.245,73.851
by_class,mixed_compact_lowrise,delay_spread,target_delay_spread,gaussian,2.184600,0.814200,0,7.536,20.832,7.245,73.851
by_class,mixed_compact_lowrise,path_loss,pred_los,gmm5,0.003100,0.019700,1,96.351,3.754,-0.899,0.944
by_class,mixed_compact_lowrise,path_loss,pred_los,gmm4,0.003500,0.022000,0,96.351,3.754,-0.899,0.944
by_class,mixed_compact_lowrise,path_loss,pred_los,gmm3,0.004200,0.026500,0,96.351,3.754,-0.899,0.944
by_class,mixed_compact_lowrise,path_loss,pred_los,gmm2,0.007100,0.030100,0,96.351,3.754,-0.899,0.944
by_class,mixed_compact_lowrise,path_loss,pred_los,weibull,0.018900,0.066000,0,96.351,3.754,-0.899,0.944
by_class,mixed_compact_lowrise,path_loss,pred_los,skew_normal,0.064400,0.128500,0,96.351,3.754,-0.899,0.944
by_class,mixed_compact_lowrise,path_loss,pred_los,gaussian,0.076300,0.139000,0,96.351,3.754,-0.899,0.944
by_class,mixed_compact_lowrise,path_loss,pred_los,laplace,0.107100,0.186000,0,96.351,3.754,-0.899,0.944
by_class,mixed_compact_lowrise,path_loss,pred_los,gamma,0.139700,0.174900,0,96.351,3.754,-0.899,0.944
by_class,mixed_compact_lowrise,path_loss,pred_los,lognormal,0.184800,0.191700,0,96.351,3.754,-0.899,0.944
by_class,mixed_compact_lowrise,path_loss,pred_los,spike_plus_exp,1.485500,0.722000,0,96.351,3.754,-0.899,0.944
by_class,mixed_compact_lowrise,path_loss,pred_nlos,gmm5,0.009800,0.029300,1,32.57,21.854,1.138,0.858
by_class,mixed_compact_lowrise,path_loss,pred_nlos,gmm4,0.011000,0.031300,0,32.57,21.854,1.138,0.858
by_class,mixed_compact_lowrise,path_loss,pred_nlos,gmm3,0.015600,0.044500,0,32.57,21.854,1.138,0.858
by_class,mixed_compact_lowrise,path_loss,pred_nlos,gamma,0.024000,0.066200,0,32.57,21.854,1.138,0.858
by_class,mixed_compact_lowrise,path_loss,pred_nlos,gmm2,0.030800,0.073100,0,32.57,21.854,1.138,0.858
by_class,mixed_compact_lowrise,path_loss,pred_nlos,weibull,0.032400,0.096400,0,32.57,21.854,1.138,0.858
by_class,mixed_compact_lowrise,path_loss,pred_nlos,lognormal,0.122000,0.087200,0,32.57,21.854,1.138,0.858
by_class,mixed_compact_lowrise,path_loss,pred_nlos,spike_plus_exp,0.127900,0.184800,0,32.57,21.854,1.138,0.858
by_class,mixed_compact_lowrise,path_loss,pred_nlos,skew_normal,0.168200,0.215200,0,32.57,21.854,1.138,0.858
by_class,mixed_compact_lowrise,path_loss,pred_nlos,gaussian,0.184900,0.225900,0,32.57,21.854,1.138,0.858
by_class,mixed_compact_lowrise,path_loss,pred_nlos,laplace,0.208000,0.255200,0,32.57,21.854,1.138,0.858
by_class,mixed_compact_lowrise,path_loss,target_los,gmm5,0.002500,0.010200,1,96.913,5.222,0.037,0.66
by_class,mixed_compact_lowrise,path_loss,target_los,gmm4,0.002500,0.010900,0,96.913,5.222,0.037,0.66
by_class,mixed_compact_lowrise,path_loss,target_los,gmm3,0.002600,0.011300,0,96.913,5.222,0.037,0.66
by_class,mixed_compact_lowrise,path_loss,target_los,gmm2,0.003300,0.020700,0,96.913,5.222,0.037,0.66
by_class,mixed_compact_lowrise,path_loss,target_los,skew_normal,0.011000,0.055900,0,96.913,5.222,0.037,0.66
by_class,mixed_compact_lowrise,path_loss,target_los,gaussian,0.011100,0.056000,0,96.913,5.222,0.037,0.66
by_class,mixed_compact_lowrise,path_loss,target_los,gamma,0.026300,0.063100,0,96.913,5.222,0.037,0.66
by_class,mixed_compact_lowrise,path_loss,target_los,laplace,0.026800,0.092200,0,96.913,5.222,0.037,0.66
by_class,mixed_compact_lowrise,path_loss,target_los,lognormal,0.046300,0.071300,0,96.913,5.222,0.037,0.66
by_class,mixed_compact_lowrise,path_loss,target_los,weibull,0.047200,0.089400,0,96.913,5.222,0.037,0.66
by_class,mixed_compact_lowrise,path_loss,target_los,spike_plus_exp,1.268500,0.673200,0,96.913,5.222,0.037,0.66
by_class,mixed_compact_lowrise,path_loss,target_nlos,gmm5,0.027800,0.031800,1,107.106,3.94,-0.05,3.177
by_class,mixed_compact_lowrise,path_loss,target_nlos,gmm4,0.028100,0.034500,0,107.106,3.94,-0.05,3.177
by_class,mixed_compact_lowrise,path_loss,target_nlos,gmm3,0.029200,0.043300,0,107.106,3.94,-0.05,3.177
by_class,mixed_compact_lowrise,path_loss,target_nlos,gmm2,0.034700,0.061600,0,107.106,3.94,-0.05,3.177
by_class,mixed_compact_lowrise,path_loss,target_nlos,laplace,0.048700,0.107600,0,107.106,3.94,-0.05,3.177
by_class,mixed_compact_lowrise,path_loss,target_nlos,skew_normal,0.089400,0.138800,0,107.106,3.94,-0.05,3.177
by_class,mixed_compact_lowrise,path_loss,target_nlos,gaussian,0.089600,0.139200,0,107.106,3.94,-0.05,3.177
by_class,mixed_compact_lowrise,path_loss,target_nlos,gamma,0.114800,0.153000,0,107.106,3.94,-0.05,3.177
by_class,mixed_compact_lowrise,path_loss,target_nlos,weibull,0.134000,0.121500,0,107.106,3.94,-0.05,3.177
by_class,mixed_compact_lowrise,path_loss,target_nlos,lognormal,0.137600,0.159900,0,107.106,3.94,-0.05,3.177
by_class,mixed_compact_lowrise,path_loss,target_nlos,spike_plus_exp,1.563100,0.729000,0,107.106,3.94,-0.05,3.177
by_class,mixed_compact_midrise,angular_spread,pred_angular_spread,gmm5,0.032100,0.079800,1,8.625,9.287,1.743,3.073
by_class,mixed_compact_midrise,angular_spread,pred_angular_spread,gmm4,0.035900,0.091000,0,8.625,9.287,1.743,3.073
by_class,mixed_compact_midrise,angular_spread,pred_angular_spread,gmm3,0.055600,0.119800,0,8.625,9.287,1.743,3.073
by_class,mixed_compact_midrise,angular_spread,pred_angular_spread,spike_plus_exp,0.078700,0.153400,0,8.625,9.287,1.743,3.073
by_class,mixed_compact_midrise,angular_spread,pred_angular_spread,lognormal,0.162200,0.208800,0,8.625,9.287,1.743,3.073
by_class,mixed_compact_midrise,angular_spread,pred_angular_spread,gmm2,0.180600,0.224900,0,8.625,9.287,1.743,3.073
by_class,mixed_compact_midrise,angular_spread,pred_angular_spread,gamma,0.238600,0.235100,0,8.625,9.287,1.743,3.073
by_class,mixed_compact_midrise,angular_spread,pred_angular_spread,weibull,0.252300,0.243700,0,8.625,9.287,1.743,3.073
by_class,mixed_compact_midrise,angular_spread,pred_angular_spread,skew_normal,0.544700,0.369700,0,8.625,9.287,1.743,3.073
by_class,mixed_compact_midrise,angular_spread,pred_angular_spread,laplace,0.565800,0.380500,0,8.625,9.287,1.743,3.073
by_class,mixed_compact_midrise,angular_spread,pred_angular_spread,gaussian,0.570400,0.376000,0,8.625,9.287,1.743,3.073
by_class,mixed_compact_midrise,angular_spread,target_angular_spread,spike_plus_exp,0.608900,0.467400,1,9.226,17.393,2.186,5.331
by_class,mixed_compact_midrise,angular_spread,target_angular_spread,gmm5,0.711800,0.493700,0,9.226,17.393,2.186,5.331
by_class,mixed_compact_midrise,angular_spread,target_angular_spread,gmm4,0.711800,0.493700,0,9.226,17.393,2.186,5.331
by_class,mixed_compact_midrise,angular_spread,target_angular_spread,gmm3,0.711800,0.493700,0,9.226,17.393,2.186,5.331
by_class,mixed_compact_midrise,angular_spread,target_angular_spread,gmm2,0.711800,0.493700,0,9.226,17.393,2.186,5.331
by_class,mixed_compact_midrise,angular_spread,target_angular_spread,weibull,1.005500,0.631000,0,9.226,17.393,2.186,5.331
by_class,mixed_compact_midrise,angular_spread,target_angular_spread,gamma,1.052200,0.635400,0,9.226,17.393,2.186,5.331
by_class,mixed_compact_midrise,angular_spread,target_angular_spread,lognormal,1.304400,0.712700,0,9.226,17.393,2.186,5.331
by_class,mixed_compact_midrise,angular_spread,target_angular_spread,skew_normal,2.636000,0.775300,0,9.226,17.393,2.186,5.331
by_class,mixed_compact_midrise,angular_spread,target_angular_spread,laplace,2.664700,0.796700,0,9.226,17.393,2.186,5.331
by_class,mixed_compact_midrise,angular_spread,target_angular_spread,gaussian,2.665800,0.777100,0,9.226,17.393,2.186,5.331
by_class,mixed_compact_midrise,delay_spread,pred_delay_spread,gmm5,0.009400,0.041100,1,17.138,13.44,0.846,-0.485
by_class,mixed_compact_midrise,delay_spread,pred_delay_spread,gmm4,0.017800,0.063600,0,17.138,13.44,0.846,-0.485
by_class,mixed_compact_midrise,delay_spread,pred_delay_spread,gmm3,0.029800,0.083700,0,17.138,13.44,0.846,-0.485
by_class,mixed_compact_midrise,delay_spread,pred_delay_spread,gmm2,0.082100,0.144800,0,17.138,13.44,0.846,-0.485
by_class,mixed_compact_midrise,delay_spread,pred_delay_spread,spike_plus_exp,0.146800,0.189300,0,17.138,13.44,0.846,-0.485
by_class,mixed_compact_midrise,delay_spread,pred_delay_spread,gamma,0.173900,0.225200,0,17.138,13.44,0.846,-0.485
by_class,mixed_compact_midrise,delay_spread,pred_delay_spread,weibull,0.179100,0.227700,0,17.138,13.44,0.846,-0.485
by_class,mixed_compact_midrise,delay_spread,pred_delay_spread,lognormal,0.226000,0.263800,0,17.138,13.44,0.846,-0.485
by_class,mixed_compact_midrise,delay_spread,pred_delay_spread,skew_normal,0.388600,0.316900,0,17.138,13.44,0.846,-0.485
by_class,mixed_compact_midrise,delay_spread,pred_delay_spread,gaussian,0.399100,0.321600,0,17.138,13.44,0.846,-0.485
by_class,mixed_compact_midrise,delay_spread,pred_delay_spread,laplace,0.518900,0.381600,0,17.138,13.44,0.846,-0.485
by_class,mixed_compact_midrise,delay_spread,target_delay_spread,gmm5,0.114000,0.162600,1,19.656,41.076,3.518,16.259
by_class,mixed_compact_midrise,delay_spread,target_delay_spread,gmm4,0.126800,0.181400,0,19.656,41.076,3.518,16.259
by_class,mixed_compact_midrise,delay_spread,target_delay_spread,gmm3,0.154500,0.171900,0,19.656,41.076,3.518,16.259
by_class,mixed_compact_midrise,delay_spread,target_delay_spread,gmm2,0.170700,0.195700,0,19.656,41.076,3.518,16.259
by_class,mixed_compact_midrise,delay_spread,target_delay_spread,weibull,0.377200,0.346200,0,19.656,41.076,3.518,16.259
by_class,mixed_compact_midrise,delay_spread,target_delay_spread,gamma,0.458100,0.393400,0,19.656,41.076,3.518,16.259
by_class,mixed_compact_midrise,delay_spread,target_delay_spread,lognormal,0.487400,0.448400,0,19.656,41.076,3.518,16.259
by_class,mixed_compact_midrise,delay_spread,target_delay_spread,spike_plus_exp,0.703900,0.386900,0,19.656,41.076,3.518,16.259
by_class,mixed_compact_midrise,delay_spread,target_delay_spread,laplace,1.974500,0.731700,0,19.656,41.076,3.518,16.259
by_class,mixed_compact_midrise,delay_spread,target_delay_spread,skew_normal,2.109000,0.740200,0,19.656,41.076,3.518,16.259
by_class,mixed_compact_midrise,delay_spread,target_delay_spread,gaussian,2.141800,0.743400,0,19.656,41.076,3.518,16.259
by_class,mixed_compact_midrise,path_loss,pred_los,gmm5,0.006500,0.028500,1,96.445,3.835,-0.879,0.969
by_class,mixed_compact_midrise,path_loss,pred_los,gmm4,0.006900,0.028500,0,96.445,3.835,-0.879,0.969
by_class,mixed_compact_midrise,path_loss,pred_los,gmm3,0.007500,0.033200,0,96.445,3.835,-0.879,0.969
by_class,mixed_compact_midrise,path_loss,pred_los,gmm2,0.009700,0.036300,0,96.445,3.835,-0.879,0.969
by_class,mixed_compact_midrise,path_loss,pred_los,weibull,0.019500,0.065000,0,96.445,3.835,-0.879,0.969
by_class,mixed_compact_midrise,path_loss,pred_los,skew_normal,0.062200,0.122500,0,96.445,3.835,-0.879,0.969
by_class,mixed_compact_midrise,path_loss,pred_los,gaussian,0.073600,0.132700,0,96.445,3.835,-0.879,0.969
by_class,mixed_compact_midrise,path_loss,pred_los,laplace,0.103600,0.182000,0,96.445,3.835,-0.879,0.969
by_class,mixed_compact_midrise,path_loss,pred_los,gamma,0.138000,0.169600,0,96.445,3.835,-0.879,0.969
by_class,mixed_compact_midrise,path_loss,pred_los,lognormal,0.184100,0.187400,0,96.445,3.835,-0.879,0.969
by_class,mixed_compact_midrise,path_loss,pred_los,spike_plus_exp,1.465200,0.718600,0,96.445,3.835,-0.879,0.969
by_class,mixed_compact_midrise,path_loss,pred_nlos,gmm5,0.004300,0.020200,1,40.903,21.593,0.905,0.286
by_class,mixed_compact_midrise,path_loss,pred_nlos,gmm4,0.005100,0.022300,0,40.903,21.593,0.905,0.286
by_class,mixed_compact_midrise,path_loss,pred_nlos,gmm3,0.006700,0.027600,0,40.903,21.593,0.905,0.286
by_class,mixed_compact_midrise,path_loss,pred_nlos,gmm2,0.016200,0.053900,0,40.903,21.593,0.905,0.286
by_class,mixed_compact_midrise,path_loss,pred_nlos,gamma,0.027600,0.070300,0,40.903,21.593,0.905,0.286
